Word,Tooltip Tip,Glossary Link,File Name
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
Access Tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Tokens,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
WS-Fed,Web Service Federation (WS-Fed): Protocol for managing user identities across domains.,/docs/glossary?term=WS-Fed,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/custom-domains/self-managed-certificates/configure-cloudflare-for-use-as-reverse-proxy.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/customize/custom-domains/self-managed-certificates/configure-aws-cloudfront-for-use-as-reverse-proxy.mdx
Custom Domains,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=Custom+Domains,docs/customize/custom-domains/multiple-custom-domains/mcd-best-practices.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/custom-domains/multiple-custom-domains/mcd-best-practices.mdx
Custom Domains,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=Custom+Domains,docs/customize/custom-domains/multiple-custom-domains/mcd-use-cases.mdx
Multi-Factor Authentication,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=Multi-Factor+Authentication,docs/customize/phone-messages/unified-phone.mdx
Passwordless,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=Passwordless,docs/customize/phone-messages/unified-phone.mdx
Passwordless,Passwordless: Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=Passwordless,docs/customize/phone-messages/unified-phone/unified-phone-experience-passwordless.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/phone-messages/unified-phone/unified-phone-experience-passwordless.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/customize/phone-messages/unified-phone/unified-phone-experience-passwordless.mdx
MFA,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=MFA,docs/customize/phone-messages/unified-phone/use-auth0s-unified-phone-experience-for-multi-factor-authentication.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/phone-messages/unified-phone/use-auth0s-unified-phone-experience-for-multi-factor-authentication.mdx
MFA,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=MFA,docs/customize/phone-messages/unified-phone/configure-unified-phone.mdx
Passwordless,Passwordless: Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=Passwordless,docs/customize/phone-messages/unified-phone/configure-unified-phone.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider.mdx
client ID,Identification value given to your registered resource from Auth0.,/docs/glossary?term=client+ID,docs/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider/actions-triggers-custom-phone-provider-event-object.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider/configure-a-custom-phone-provider-with-terraform.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider/configure-a-custom-phone-provider-with-terraform.mdx
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/customize/extensions/delegated-administration-extension.mdx
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/customize/extensions/ad-ldap-connector-health-monitor.mdx
Client Secret,Client Secret: Secret used by a client (application) to authenticate with the Authorization Server; it should be known to only the client and the Authorization Server and must be sufficiently random to not be guessable.,/docs/glossary?term=Client+Secret,docs/customize/extensions/ad-ldap-connector-health-monitor.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/extensions/authentication-api-debugger-extension.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/extensions/authentication-api-debugger-extension.mdx
Identity Provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Provider,docs/customize/extensions/authentication-api-debugger-extension.mdx
Single Sign-on,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-on,docs/customize/extensions/single-sign-on-dashboard-extension.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/extensions/user-import-export-extension.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/customize/extensions/account-link-extension.mdx
passwordless,Passwordless: Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=passwordless,docs/customize/extensions/account-link-extension.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/customize/extensions/account-link-extension.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/extensions/account-link-extension.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/extensions/account-link-extension.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/customize/extensions/account-link-extension.mdx
Single Sign-On,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-On,docs/customize/extensions/single-sign-on-dashboard-extension/create-sso-dashboard-application.mdx
Single Sign-On,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-On,docs/customize/extensions/single-sign-on-dashboard-extension/install-sso-dashboard-extension.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/extensions/single-sign-on-dashboard-extension/install-sso-dashboard-extension.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/extensions/single-sign-on-dashboard-extension/install-sso-dashboard-extension.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/customize/extensions/single-sign-on-dashboard-extension/add-applications-to-the-sso-dashboard.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/customize/extensions/single-sign-on-dashboard-extension/update-applications-on-the-sso-dashboard.mdx
IdP,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdP,docs/customize/extensions/authorization-extension/set-up-authorization-extension-users.mdx
